slot,reading,dialogue_uses,bigrams (count)
0x03d4,偉,4,偉的(2)  偉大(2)  雄偉(1)  最偉(1)  宏偉(1)
0x03d5,築,4,建築(4)  築物(1)  築村(1)
0x03d6,思,8,意思(5)  思議(2)  可思(2)  思想(1)  將思(1)  思的(1)  思了(1)
0x03d7,議,6,建議(4)  思議(2)  議了(1)  議你(1)  議的(1)  議國(1)
0x03d8,洶,1,洶湧(1)  浪洶(1)
0x03d9,湧,1,洶湧(1)
0x03da,除,15,除了(7)  除非(3)  除此(2)  除封(2)  解除(2)  奧除(1)  剷除(1)  特除(1)
0x03db,伯,17,伯特(15)  在伯(6)  是伯(2)  到伯(2)  伯伯(2)  道伯(1)  去伯(1)  我伯(1)  開伯(1)  長伯(1)
0x03dc,鎮,4,下鎮(3)  鎮的(2)  鎮一(1)  鎮守(1)  初鎮(1)
0x03dd,憐,7,可憐(7)  憐可(2)  憐我(2)  憐的(2)  憐呀(1)
0x03de,消,19,消滅(10)  消息(5)  們消(4)  消失(3)  好消(2)  的消(2)  經消(2)  物消(1)  去消(1)  早消(1)
0x03df,卻,16,是卻(3)  卻因(3)  近卻(2)  但卻(2)  卻無(1)  們卻(1)  卻犧(1)  在卻(1)  卻十(1)  卻有(1)
0x03e0,仇,4,報仇(4)  仇才(1)  仇的(1)  仇了(1)
0x03e2,呼,7,呼～(3)  ～呼(2)  呼呼(2)  呼風(1)  可呼(1)  呼我(1)  稱呼(1)  風呼(1)  呼吹(1)
0x03e3,喚,4,喚雨(1)  風喚(1)  喚醒(1)  鍊喚(1)  喚起(1)  魂喚(1)  召喚(1)
0x03e4,集,3,集中(1)  的集(1)  集聖(1)  收集(1)  集合(1)  便集(1)
0x03e5,目,11,的目(5)  目的(4)  目牙(4)  頭目(4)  目地(1)  目前(1)  到目(1)  為目(1)  目標(1)
0x03e6,專,4,專門(4)  師專(1)  個專(1)  我專(1)
0x03e7,門,19,專門(4)  守門(4)  大門(4)  門的(3)  門收(2)  邪門(2)  出門(2)  門研(1)  門卻(1)  無門(1)
0x03e8,群,6,一群(4)  群為(1)  群需(1)  群中(1)  物群(1)  群笨(1)  群玩(1)  群之(1)  樹群(1)
0x03e9,努,1,努力(1)  而努(1)
0x03ea,掉,7,拾掉(3)  掉的(2)  得掉(1)  殺掉(1)  滅掉(1)  掉了(1)  吃掉(1)  掉吧(1)
0x03eb,揮,1,揮著(1)  卡揮(1)
0x03ec,梭,1,梭於(1)  穿梭(1)
0x03ed,炸,1,爆炸(1)
0x03ee,愧,2,愧是(1)  不愧(1)  慚愧(1)
0x03ef,販,3,販子(3)  報販(3)
0x03f0,0,20,00(20)  0元(10)  50(5)  20(2)  10(1)  30(1)  ９0(1)
0x03f1,秘,5,秘的(3)  神秘(3)  秘密(1)  個秘(1)  秘道(1)  條秘(1)
0x03f2,1,6,15(2)  夜1(2)  1８(2)  10(1)  加1(1)  齡1(1)  1９(1)  的1(1)
0x03f3,擋,2,擋路(1)  別擋(1)  擋我(1)  阻擋(1)
0x03f5,帥,2,好帥(2)  帥哦(1)  帥喔(1)
0x03f6,早,14,早上(3)  早在(2)  實早(2)  早點(2)  我早(2)  他早(1)  早消(1)  儘早(1)  早發(1)  及早(1)
0x03f7,誰,10,是誰(7)  誰呢(3)  誰呀(1)  有誰(1)  誰才(1)  道誰(1)  誰說(1)
0x03f8,倍,2,倍了(1)  功倍(1)  倍威(1)  數倍(1)
0x03f9,慣,4,習慣(4)  慣自(1)  慣很(1)  慣住(1)  慣了(1)
0x03fa,己,13,自己(12)  己的(3)  己一(2)  己力(1)  己送(1)  己去(1)  己照(1)  守己(1)
0x03fb,或,7,或許(6)  或武(1)  具或(1)
0x03fc,峽,4,峽谷(4)  為峽(1)  過峽(1)
0x03fd,米,3,米倉(2)  的米(2)  米也(1)
0x03fe,倉,2,米倉(2)  倉的(1)
0x03ff,閉,3,封閉(2)  關閉(1)
0x0400,省,1,省一(1)  要省(1)
0x0401,聯,6,聯合(2)  的聯(2)  聯絡(1)  常聯(1)  聯接(1)  座聯(1)  人聯(1)  聯繫(1)  聯軍(1)  札聯(1)
0x0402,臭,1,臭蓋(1)  會臭(1)
0x0403,勞,2,功勞(1)  勞地(1)  辛勞(1)
0x0404,遞,1,遞訊(1)  傳遞(1)
0x0405,訊,2,訊息(2)  遞訊(1)  的訊(1)
0x0406,改,5,改善(3)  能改(2)  改變(2)  有改(1)
0x0407,惡,12,可惡(6)  惡了(3)  惡的(3)  邪惡(2)  惡魔(2)  惡之(1)  萬惡(1)  惡不(1)  十惡(1)  的惡(1)
0x0408,記,7,記得(2)  戰記(1)  還記(1)  記憶(1)  了記(1)  忘記(1)  日記(1)  記述(1)  面記(1)
0x0409,補,3,補充(2)  店補(1)  無補(1)  全補(1)
0x040a,務,9,任務(7)  務是(3)  務的(1)  務還(1)  務多(1)  勤務(1)  務就(1)  務正(1)  不務(1)
0x040b,切,11,一切(11)  切小(4)  切順(2)  切都(2)  切可(1)  切的(1)  切就(1)
0x040c,蠻,6,還蠻(3)  蠻強(1)  蠻了(1)  像蠻(1)  蠻管(1)  蠻霸(1)  野蠻(1)  蠻橫(1)  個蠻(1)  蠻熟(1)
0x040d,根,6,根本(5)  物根(1)  爭根(1)  邊根(1)  實根(1)  根處(1)  樹根(1)  面根(1)
0x040e,妹,4,妹妹(4)  小妹(1)  妹也(1)  的妹(1)
0x040f,厲,12,厲害(12)  很厲(2)  多厲(2)  最厲(2)  更厲(1)  的厲(1)  樣厲(1)  還厲(1)  太厲(1)
0x0410,嫁,3,嫁不(1)  後嫁(1)  要嫁(1)  嫁給(1)  會嫁(1)
0x0412,佈,1,佈告(1)  出佈(1)
0x0413,醒,3,醒村(1)  提醒(1)  醒它(1)  喚醒(1)  醒來(1)
0x0414,辛,5,辛苦(4)  事辛(1)  很辛(1)  真辛(1)  辛勞(1)  辭辛(1)  麼辛(1)
0x0415,苦,5,辛苦(4)  苦你(2)  苦吧(1)  貧苦(1)  苦的(1)
0x0416,楚,6,清楚(6)  楚了(2)  楚使(1)  楚現(1)
0x0417,產,7,產生(6)  的產(2)  亞產(1)  以產(1)  念產(1)  產在(1)  出產(1)  能產(1)
0x0418,崩,2,崩毀(1)  而崩(1)  崩塌(1)  會崩(1)
0x0419,拾,5,收拾(5)  拾掉(3)  拾那(1)  拾了(1)
0x041a,您,15,您要(2)  您兒(2)  療您(2)  您的(2)  謝您(2)  您是(1)  知您(1)  您幾(1)  教您(1)  您好(1)
0x041b,病,10,的病(4)  病吧(2)  毛病(2)  百病(1)  病又(1)  麼病(1)  病的(1)  生病(1)  病就(1)  天病(1)
0x041c,琥,2,琥珀(2)  是琥(2)
0x041d,珀,2,珀寶(2)  琥珀(2)
0x041e,價,6,價錢(3)  好價(2)  的價(1)  價是(1)  物價(1)  出價(1)  價向(1)  高價(1)
0x041f,費,7,費應(2)  旅費(2)  路費(2)  白費(1)  費不(1)  花費(1)  費唇(1)  浪費(1)
0x0420,溫,4,很溫(2)  溫和(2)  溫馴(1)  溫柔(1)  種溫(1)  太溫(1)
0x0421,馴,1,馴的(1)  溫馴(1)
0x0423,企,2,企圖(2)  爭企(1)  他企(1)
0x0424,圖,2,企圖(2)  圖征(1)
0x0425,征,1,征服(1)  圖征(1)
0x0426,禍,3,禍首(2)  的禍(2)  個禍(1)  禍源(1)
0x0427,殘,4,殘暴(2)  心殘(1)  殘兵(1)  弱殘(1)  殘酷(1)  種殘(1)  些殘(1)
0x0428,暴,3,暴的(2)  殘暴(2)  暴民(1)  的暴(1)
0x0429,融,4,融化(2)  融洽(1)  分融(1)  雪融(1)  氣融(1)  融一(1)  通融(1)
0x042a,洽,1,融洽(1)
0x042b,堤,1,堤防(1)  的堤(1)
0x042c,漁,5,漁船(2)  漁港(1)  個漁(1)  漁民(1)  多漁(1)  打漁(1)  般漁(1)  的漁(1)
0x042d,港,15,林港(5)  大港(2)  港往(2)  路港(2)  漁港(1)  港了(1)  港工(1)  港量(1)  入港(1)  港喔(1)
0x042e,魚,3,捕魚(2)  魚穫(1)  魚為(1)  魚了(1)
0x042f,穫,7,穫得(6)  穫量(1)  魚穫(1)
0x0430,差,6,差了(2)  越差(1)  差異(1)  的差(1)  人差(1)  差輪(1)  就差(1)  差太(1)  是差(1)  麼差(1)
0x0431,移,2,移動(1)  外移(1)  移到(1)  石移(1)
0x0432,某,4,某種(4)  著某(1)  為某(1)  了某(1)  尋某(1)
0x0433,據,8,據說(4)  據我(2)  齒據(1)  據點(1)  為據(1)  據城(1)  自據(1)
0x0434,九,4,九年(2)  十九(2)  九十(1)  夜九(1)  九個(1)  八九(1)
0x0435,錫,20,錫尼(20)  美錫(16)  鎂錫(4)
0x0437,夥,1,夥子(1)  小夥(1)
0x0438,簡,5,簡單(3)  不簡(2)  簡直(2)  來簡(1)
0x0439,凡,5,凡的(3)  平凡(3)  凡就(1)  不凡(1)  凡事(1)
0x043a,儲,1,儲關(1)  王儲(1)
0x043b,慚,1,慚愧(1)  真慚(1)
0x043c,嗅,2,嗅到(2)  經嗅(1)  我嗅(1)
0x043d,番,4,番話(2)  這番(2)  番兩(1)  三番(1)  番新(1)  一番(1)
0x043e,依,2,依照(1)  依他(1)  但依(1)
0x043f,推,3,推了(1)  別推(1)  推派(1)  合推(1)  推動(1)  是推(1)
0x0440,測,1,測怪(1)  猜測(1)
0x0441,白,4,白了(2)  明白(2)  白費(1)  牲白(1)  白跑(1)
0x0442,淚,4,淚項(4)  沙淚(3)  條淚(1)
0x0443,紅,2,紅色(2)  穿紅(1)
0x0445,黃,1,黃土(1)  的黃(1)
0x0448,鑰,15,鑰匙(14)  城鑰(4)  卡鑰(2)  連鑰(2)  把鑰(2)  斯鑰(1)  有鑰(1)  的鑰(1)  爾鑰(1)  之鑰(1)
0x0449,匙,14,鑰匙(14)  匙不(1)  匙是(1)  匙要(1)
0x044a,燈,3,之燈(3)  燈就(1)
0x044b,壓,8,壓力(4)  欺壓(3)  叫壓(1)  把壓(1)  壓他(1)  壓我(1)  源壓(1)  的壓(1)  壓在(1)  擔壓(1)
0x044c,桶,6,力桶(4)  桶的(2)  飯桶(1)  桶拿(1)  桶一(1)  桶是(1)  源桶(1)
0x044d,漠,10,沙漠(10)  漠之(4)  漠地(3)  漠型(1)  漠上(1)
0x044e,翼,5,之翼(4)  翼才(1)  翼是(1)  翼的(1)  翼鷹(1)  叫翼(1)  翼了(1)
0x044f,機,14,機械(6)  機會(4)  有機(4)  機關(3)  是機(2)  的機(2)  沒機(1)  種機(1)  買機(1)  機不(1)
0x0450,械,6,械巨(6)  機械(6)
0x0451,徽,2,徽章(2)  到徽(1)  及徽(1)
0x0452,章,2,徽章(2)  章之(1)  章頭(1)
0x0455,鐲,1,鐲放(1)  手鐲(1)
0x0456,霧,1,霧之(1)  風霧(1)
0x0457,笛,2,笛子(1)  吹笛(1)  笛就(1)  之笛(1)
0x0459,輪,2,輪流(1)  責輪(1)  輪軸(1)  差輪(1)
0x045a,珠,1,珠寶(1)  是珠(1)
0x045c,架,2,架子(1)  的架(1)  架設(1)  上架(1)
0x045f,3,2,30(1)  出3(1)  35(1)  夜3(1)
0x0460,4,1,45(1)  夜4(1)
0x0464,崎,1,崎嶇(1)  當崎(1)
0x0465,嶇,1,崎嶇(1)
0x0466,脈,8,山脈(8)  脈中(5)  脈以(1)  脈的(1)
0x0467,闢,1,闢了(1)  近闢(1)
0x0468,竹,3,竹草(3)  夜竹(3)
0x0469,仁,1,仁慈(1)  當仁(1)
0x046a,慈,1,慈的(1)  仁慈(1)
0x046b,蓮,3,達蓮(3)  蓮城(2)
0x046c,占,20,占卜(20)  找占(4)  的占(3)  看占(1)  們占(1)  像占(1)  經占(1)  教占(1)  許占(1)  是占(1)
0x046d,卜,20,占卜(20)  卜師(18)  卜過(1)
0x046e,花,3,花草(1)  出花(1)  花了(1)  它花(1)  花費(1)  要花(1)
0x046f,承,7,承者(4)  繼承(4)  承受(2)  會承(1)  承認(1)  不承(1)  法承(1)
0x0470,區,5,山區(4)  區是(1)  區了(1)  區的(1)  區更(1)  地區(1)
0x0472,慘,3,慘不(1)  是慘(1)  最慘(1)  慘的(1)  淒慘(1)
0x0473,忍,2,忍睹(1)  不忍(1)  忍氣(1)  得忍(1)
0x0474,睹,1,忍睹(1)
0x0475,跡,3,跡了(2)  蹤跡(2)  跡看(1)  痕跡(1)
0x0476,飯,3,飯桶(1)  些飯(1)  飯了(1)  吃飯(1)  煮飯(1)
0x0477,途,1,途的(1)  用途(1)
0x0478,故,4,故事(2)  段故(1)  險故(1)  故才(1)  緣故(1)  故是(1)  事故(1)
0x0479,憶,1,憶及(1)  記憶(1)
0x047a,創,3,創造(3)  能創(2)  對創(1)
0x047b,質,4,物質(2)  質的(1)  絲質(1)  質就(1)  質化(1)  質好(1)  土質(1)
0x047c,化,6,化為(2)  融化(2)  化邪(1)  淨化(1)  轉化(1)  質化(1)  竟化(1)  化流(1)  化雪(1)
0x047d,控,2,控制(2)  法控(1)  的控(1)
0x047e,逐,2,逐漸(2)  型逐(1)  也逐(1)
0x047f,漸,4,漸增(3)  逐漸(2)  日漸(2)  漸變(1)
0x0480,圍,2,包圍(1)  圍繞(1)  山圍(1)
0x0482,誡,1,誡才(1)  忠誡(1)
0x0483,敢,5,不敢(4)  敢出(3)  敢向(1)  也敢(1)  敢去(1)
0x0486,農,2,農村(1)  小農(1)  農夫(1)  做農(1)
0x0487,河,1,靠河(1)
0x0488,捕,2,捕魚(2)  以捕(1)  湖捕(1)
0x048a,祖,2,的祖(2)  祖先(1)  祖國(1)
0x048b,批,1,批寶(1)  大批(1)
0x048c,未,2,未帶(1)  都未(1)  未來(1)  知未(1)
0x048d,永,4,永遠(3)  將永(2)  永無(1)  過永(1)  我永(1)
0x048e,恐,2,恐怖(1)  分恐(1)  恐懼(1)  及恐(1)
0x048f,怖,1,怖的(1)  恐怖(1)
0x0490,稱,11,稱為(3)  都稱(2)  稱它(2)  稱王(2)  們稱(2)  尊稱(1)  稱心(1)  你稱(1)  自稱(1)  稱呼(1)
0x0491,沼,3,沼澤(3)  原沼(3)
0x0492,澤,3,沼澤(3)  澤來(1)  澤救(1)
0x0493,扮,3,扮像(2)  裝扮(2)  扮應(1)  打扮(1)
0x0494,科,8,科林(5)  科技(2)  到科(2)  科希(1)  新科(1)  於科(1)
0x0495,執,3,執行(1)  在執(1)  執勤(1)  爭執(1)
0x0496,覆,1,覆著(1)  重覆(1)
0x0497,符,2,符合(2)  不符(1)  能符(1)
0x0498,性,9,個性(4)  犧性(2)  女性(2)  性就(1)  性的(1)  性了(1)  性絕(1)  性命(1)  的性(1)  性也(1)
0x0499,職,3,職業(3)  換職(1)  的職(1)  當職(1)
0x049a,業,4,職業(3)  業做(1)  業工(1)  正業(1)
0x049b,嘛,3,個嘛(1)  人嘛(1)  的嘛(1)
0x049c,爺,3,大爺(3)  爺可(1)
0x049d,吃,3,吃飯(1)  沒吃(1)  吃虧(1)  不吃(1)  吃掉(1)  獸吃(1)
0x049e,賞,1,賞我(1)  請賞(1)
0x049f,紀,1,紀輕(1)  年紀(1)
0x04a0,毛,4,毛病(2)  羽毛(2)  麼毛(1)  老毛(1)  毛編(1)
0x04a1,份,11,部份(6)  份的(2)  份隆(1)  月份(1)  份正(1)  找份(1)  份力(1)  一份(1)  份是(1)  份都(1)
0x04a2,乞,1,乞丐(1)
0x04a3,丐,1,丐就(1)  乞丐(1)
0x04a4,藹,1,和藹(1)
0x04a5,顧,3,顧到(1)  會顧(1)  顧自(1)  照顧(1)  惠顧(1)
0x04a6,悲,2,悲劇(1)  的悲(1)  悲傷(1)  最悲(1)
0x04a7,劇,1,劇中(1)  悲劇(1)
0x04a8,段,4,一段(2)  這段(2)  段時(1)  段路(1)  段故(1)  段期(1)
0x04a9,船,19,行船(4)  船的(3)  艘船(2)  漁船(2)  戰船(2)  船入(1)  從船(1)  船來(1)  船要(1)  有船(1)
0x04aa,繞,3,繞了(1)  中繞(1)  繞遠(1)  須繞(1)  繞著(1)  圍繞(1)
0x04ab,圈,2,圈以(1)  一圈(1)  圈套(1)  的圈(1)
0x04ac,八,2,八成(1)  看八(1)  八九(1)  載八(1)
0x04ad,楣,1,楣了(1)  倒楣(1)
0x04ae,犯,6,犯了(2)  犯人(2)  牢犯(2)  又犯(1)  麼犯(1)  的犯(1)  觸犯(1)
0x04af,屋,1,屋的(1)  宿屋(1)
0x04b0,伍,1,伍人(1)  一伍(1)
0x04b1,返,1,而返(1)
0x04b2,煮,3,煮成(2)  草煮(2)  煮飯(1)  人煮(1)
0x04b3,貼,1,貼女(1)  體貼(1)
0x04b4,公,3,公平(2)  不公(2)  公可(1)  老公(1)
0x04b5,虧,3,吃虧(1)  虧你(1)  話虧(1)  虧了(1)  多虧(1)
0x04b6,遠,7,永遠(3)  遠的(2)  遠效(2)  麼遠(1)  遠也(1)  遠路(1)  繞遠(1)  好遠(1)  很遠(1)
0x04b7,憑,1,憑這(1)  就憑(1)
0x04b8,喝,5,喝酒(3)  喝奶(1)  去喝(1)  來喝(1)  喝下(1)  孩喝(1)
0x04b9,奶,1,奶吧(1)  喝奶(1)
0x04ba,喂,1,
0x04bb,囂,2,囂張(2)  麼囂(1)  愈囂(1)
0x04bc,張,4,囂張(2)  張了(1)  誇張(1)  慌張(1)
0x04bd,挑,1,挑戰(1)  我挑(1)
0x04be,阻,4,阻擋(1)  要阻(1)  阻止(1)  在阻(1)  阻隔(1)  生阻(1)  阻必(1)  受阻(1)
0x04bf,替,6,替你(2)  替他(2)  替村(1)  它替(1)  蘭替(1)  代替(1)  替我(1)  會替(1)  於替(1)  真替(1)
0x04c0,求,2,求情(1)  你求(1)  求榮(1)  不求(1)
0x04c1,勉,1,勉強(1)  隊勉(1)
0x04c2,撐,1,撐得(1)  還撐(1)
0x04c3,減,5,減少(4)  備減(1)  減弱(1)  量減(1)  對減(1)  就減(1)  不減(1)
0x04c4,策,1,計策(1)
0x04c5,即,10,立即(3)  即刻(2)  即然(2)  們即(1)  即將(1)  隨即(1)  即會(1)  便即(1)  即和(1)  即可(1)
0x04c6,搞,4,搞不(2)  搞定(1)  就搞(1)  真搞(1)  搞什(1)  在搞(1)  都搞(1)
0x04c7,睡,1,睡覺(1)  家睡(1)
0x04c8,傭,4,傭人(4)
0x04c9,擺,2,擺出(1)  而擺(1)  擺在(1)  實擺(1)
0x04ca,傲,3,傲的(1)  高傲(1)  驕傲(1)  為傲(1)
0x04cb,訪,3,訪者(1)  來訪(1)  訪他(1)  暗訪(1)  訪一(1)  拜訪(1)
0x04cc,困,4,困難(3)  有困(1)  就困(1)  困擾(1)  的困(1)  麼困(1)
0x04cd,律,1,律不(1)  一律(1)
0x04ce,賤,1,賤盡(1)  貴賤(1)
0x04cf,預,5,預感(3)  的預(3)  預知(1)  以預(1)  預極(1)  正預(1)
0x04d0,俊,1,俊的(1)  英俊(1)
0x04d1,齊,2,齊了(2)  到齊(2)
0x04d2,共,2,共有(2)  上共(1)  一共(1)
0x04d3,芒,6,芒星(4)  五芒(4)  光芒(2)  芒突(1)  芒已(1)
0x04d4,暗,2,暗淡(1)  然暗(1)  暗訪(1)  在暗(1)
0x04d5,淡,1,淡下(1)  暗淡(1)
0x04d6,趨,1,趨於(1)  卻趨(1)
0x04d7,抑,1,抑制(1)  有抑(1)
0x04d8,確,4,的確(3)  確是(2)  確定(1)  不確(1)  確有(1)
0x04d9,籍,1,籍中(1)  書籍(1)
0x04da,資,4,資料(1)  的資(1)  資少(1)  工資(1)  資不(1)  物資(1)  資源(1)  氣資(1)
0x04db,料,9,材料(7)  料整(1)  資料(1)  料到(1)  沒料(1)  料十(1)  料取(1)  料有(1)  料的(1)
0x04dc,宇,1,宇中(1)  氣宇(1)
0x04dd,曉,2,不曉(2)  曉的(1)  曉得(1)
0x04de,閒,2,閒聊(1)  長閒(1)  閒事(1)  管閒(1)
0x04df,漏,1,漏了(1)  說漏(1)
0x04e0,嘴,1,了嘴(1)
0x04e1,堅,1,堅決(1)  就堅(1)
0x04e2,論,3,談論(2)  論了(1)  討論(1)  論什(1)
0x04e3,援,1,援你(1)  支援(1)
0x04e4,柔,2,溫柔(1)  柔軟(1)
0x04e5,茲,9,弗茲(8)  茲國(5)  茲村(1)  德茲(1)  茲視(1)
0x04e6,脾,1,脾氣(1)  的脾(1)
0x04e7,搭,4,搭建(1)  搭船(1)  要搭(1)  搭乘(1)  是搭(1)  搭好(1)  沒搭(1)
0x04e8,率,2,王率(2)  率兵(1)  率領(1)
0x04e9,束,4,結束(3)  束了(2)  束以(1)  束縛(1)  力束(1)
0x04ea,蹤,2,蹤跡(2)  的蹤(2)
0x04eb,優,2,優秀(1)  最優(1)  優點(1)  個優(1)
0x04ec,秀,1,秀的(1)  優秀(1)
0x04ed,飲,4,的飲(3)  飲水(3)  飲食(1)  送飲(1)
0x04ee,食,1,食都(1)  飲食(1)
0x04ef,包,5,包括(3)  得包(2)  包辦(1)  我包(1)  人包(1)  包圍(1)  物包(1)
0x04f0,勢,2,勢混(1)  情勢(1)  勢力(1)  的勢(1)
0x04f1,牢,5,牢房(2)  牢犯(2)  以牢(1)  是牢(1)  牢固(1)  還牢(1)
0x04f2,堡,10,城堡(10)  堡內(3)  堡左(1)  堡右(1)  堡很(1)  堡西(1)  堡吧(1)  堡中(1)
0x04f3,詳,2,詳細(1)  詳和(1)  不詳(1)
0x04f4,細,3,仔細(2)  細內(1)  詳細(1)  細看(1)  細參(1)
0x04f5,酒,3,喝酒(3)
0x04f6,寢,1,寢室(1)  的寢(1)
0x04f7,側,2,左側(1)  右側(1)
0x04f8,尿,1,尿布(1)  換尿(1)
0x04f9,禮,1,無禮(1)
0x04fa,廢,1,廢物(1)  些廢(1)
0x04fb,眾,2,眾不(2)  與眾(2)
0x04fc,猜,2,猜測(1)  我猜(1)  猜錯(1)  沒猜(1)
0x04fd,趁,1,趁怪(1)  應趁(1)
0x04fe,儘,3,儘早(1)  時儘(1)  儘快(1)  長儘(1)  儘管(1)  請儘(1)
0x04ff,亦,1,亦受(1)  殿亦(1)
0x0500,耗,1,耗太(1)  消耗(1)
0x0501,初,4,當初(4)  初我(2)  初的(1)  初鎮(1)
0x0502,傢,6,傢伙(6)  那傢(3)  的傢(1)  些傢(1)  這傢(1)
0x0503,伙,6,傢伙(6)  伙不(1)  伙戰(1)  伙打(1)  伙終(1)  伙成(1)
0x0504,臉,1,臉垂(1)  一臉(1)
0x0505,垂,1,垂喪(1)  臉垂(1)
0x0506,墓,1,墓碑(1)  個墓(1)
0x0507,碑,1,墓碑(1)
0x0508,屍,2,屍體(2)  的屍(1)  到屍(1)
0x0509,葬,1,葬他(1)  安葬(1)
0x050a,燃,2,燃燒(2)  法燃(1)  始燃(1)
0x050b,燒,3,燃燒(2)  燒了(1)  高燒(1)
0x050c,諒,3,原諒(2)  諒解(1)  就諒(1)  諒的(1)  諒你(1)
0x050d,示,2,提示(1)  示出(1)  顯示(1)
0x050e,尋,2,尋找(1)  們尋(1)  尋某(1)  找尋(1)
0x050f,懶,1,懶得(1)  在懶(1)
0x0510,晃,1,處晃(1)
0x0511,嫌,1,嫌你(1)  還嫌(1)
0x0512,礙,2,礙手(1)  你礙(1)  礙腳(1)  手礙(1)
0x0513,腳,4,腳印(2)  的腳(2)  腳的(1)  礙腳(1)  歇腳(1)
0x0514,吵,6,吵我(5)  別吵(4)  要吵(2)  吵了(1)
0x0515,聞,1,聞說(1)  傳聞(1)
0x0516,六,2,六月(1)  六歲(1)  才六(1)
0x0517,歲,5,８歲(2)  六歲(1)  幾歲(1)  歲而(1)  ９歲(1)
0x0518,華,2,華麗(1)  華富(1)  榮華(1)
0x0519,富,1,富貴(1)  華富(1)
0x051a,巧,2,技巧(1)  巧這(1)  正巧(1)
0x051b,吹,9,吹出(3)  吹笛(1)  及吹(1)  年吹(1)  吹離(1)  被吹(1)  中吹(1)  吹越(1)  越吹(1)  外吹(1)
0x051c,酷,2,酷的(1)  殘酷(1)  酷樣(1)  的酷(1)
0x051d,緣,2,緣故(1)  的緣(1)  之緣(1)
0x051e,饒,1,饒恕(1)  能饒(1)
0x051f,恕,1,恕那(1)  饒恕(1)
0x0520,珍,2,珍異(2)  奇珍(2)
0x0521,探,6,探險(4)  去探(2)  道探(1)  地探(1)  探聽(1)  陸探(1)  探查(1)  那探(1)
0x0522,騙,1,騙人(1)  是騙(1)
0x0523,班,2,班次(2)  的班(2)
0x0524,愈,10,愈來(5)  來愈(5)  次愈(1)  愈少(1)  意愈(1)  愈不(1)  有愈(1)  愈多(1)  作愈(1)  愈沒(1)
0x0525,唯,6,唯一(6)  亞唯(1)  是唯(1)  的唯(1)
0x0526,艦,1,艦都(1)  軍艦(1)
0x0527,停,4,停止(2)  停泊(1)  都停(1)  停駛(1)  全停(1)  快停(1)  而停(1)
0x0528,泊,1,泊在(1)  停泊(1)
0x0529,坐,5,坐坐(2)  想坐(1)  坐看(1)  坐破(1)  乘坐(1)  坐船(1)  須坐(1)  坐起(1)  車坐(1)
0x052a,駛,3,駛就(1)  行駛(1)  駛往(1)  要駛(1)  駛了(1)  停駛(1)
0x052b,筆,2,筆錢(1)  一筆(1)  筆信(1)  親筆(1)
0x052c,象,4,現象(1)  氣象(1)  象徵(1)  上象(1)  景象(1)
0x052d,艘,3,艘船(2)  這艘(2)  艘要(1)  一艘(1)
0x052e,幹,3,幹了(1)  想幹(1)  幹做(1)  枝幹(1)  幹什(1)  在幹(1)
0x052f,障,1,保障(1)
0x0530,討,2,討海(1)  討論(1)  來討(1)
0x0531,軟,1,軟的(1)  柔軟(1)
0x0532,墊,1,床墊(1)
0x0533,眠,1,一眠(1)
0x0534,宜,2,宜的(1)  便宜(1)  宜遲(1)  不宜(1)
0x0535,陌,1,陌生(1)  和陌(1)
0x0536,警,1,警戒(1)  入警(1)
0x0537,掌,2,掌聲(1)  氣掌(1)  掌管(1)  人掌(1)
0x0538,鼓,2,鼓勵(2)  聲鼓(1)  了鼓(1)
0x0539,勵,2,鼓勵(2)  勵士(1)
0x053a,闖,2,闖進(1)  卻闖(1)  闖山(1)  強闖(1)
0x053b,怨,1,怨的(1)  抱怨(1)
0x053c,併,1,併把(1)  一併(1)
0x053d,捉,2,捉住(1)  捉走(1)  被捉(1)
0x0540,標,1,標一(1)  目標(1)
0x0541,獵,2,打獵(2)  獵為(1)  獵了(1)
0x0542,謀,1,謀生(1)  去謀(1)
0x0545,觀,1,觀這(1)  參觀(1)
0x0546,麗,2,麗的(2)  華麗(1)  美麗(1)
0x0549,四,11,四個(4)  它四(2)  四座(2)  四位(2)  的四(2)  四十(1)  夜四(1)  三四(1)  兵四(1)  有四(1)
0x054a,摧,1,摧毀(1)  可摧(1)
0x054b,倫,10,賽倫(10)  倫王(5)  倫大(2)  倫的(2)  倫強(1)
0x054c,搶,9,被搶(7)  搶走(4)  搶都(1)  搶了(1)  搶奪(1)  以搶(1)  物搶(1)
0x054d,追,1,追到(1)  們追(1)
0x054e,鎂,4,鎂錫(4)  往鎂(1)  以鎂(1)
0x054f,吩,2,吩咐(2)  會吩(1)  管吩(1)
0x0550,咐,2,吩咐(2)  咐下(1)
0x0551,笨,1,笨蛋(1)  群笨(1)
0x0552,蛋,3,蛋一(1)  笨蛋(1)  壞蛋(1)  蛋的(1)  生蛋(1)
0x0553,講,5,講話(2)  講一(1)  兵講(1)  們講(1)  愛講(1)  我講(1)  講什(1)  要講(1)
0x0554,折,1,折回(1)  又折(1)
0x055b,Ａ,6,人Ａ(6)
0x055c,貨,2,貨可(1)  好貨(1)  貨啊(1)  識貨(1)
0x055d,Ｂ,6,人Ｂ(6)
0x055e,貝,6,貝德(5)  貝可(1)  寶貝(1)  達貝(1)  是貝(1)  往貝(1)  叫貝(1)
